index,Target
{d64d2241-d0b0-ee11-a569-002248375934},0
{b2ec6eaa-4d11-ef11-9f89-002248df3bef},1
{0e3507ac-cfb0-ee11-a569-002248375934},1
{f591529a-31ec-ee11-a203-6045bd3997b5},1
{58bbe7f6-d2ea-ee11-a204-000d3ac151bd},1
{c3ce6c8c-55f7-ee11-a1ff-000d3ac16f71},0
{4af8bf23-b338-ef11-a316-0022483856be},1
{0d59d81b-aa38-ef11-a316-6045bd3988ea},1
{7ef01002-a938-ef11-a316-002248e0e44a},0
{3ee10762-6fc0-ee11-9079-000d3a892c24},1
{9d4b9a76-e200-ef11-9f89-00224835fde7},1
{b5fc9c3c-1ffc-ee11-9f89-002248e07b20},1
{a2b2f975-c83f-ef11-a316-002248d2c852},1
{2f853370-62ec-ee11-a203-6045bd3997b5},1
{f0e9c3e0-1c1d-ef11-840a-0022483843b8},1
{8dc3c06a-e31c-ef11-840a-002248dfd635},0
{105a1460-ceb6-ee11-a569-000d3a892db5},1
{df0bb0f9-5e5e-ef11-bfe4-000d3ac1c140},0
{8369409d-c22f-ef11-8e50-002248e03d77},1
{735aa08b-ea2f-ef11-8e4f-002248dea1b0},0
{7b72d5ff-20e6-ee11-a203-6045bd399b8e},0
{257d924a-3944-ef11-a316-002248df7e8b},1
{5c527351-bc4e-ef11-accd-002248e00f11},1
{4c2f32cc-df31-ef11-8e4e-002248386087},0
{5000e822-dd9d-ee11-a569-000d3a892de0},0
{b71f2b89-3b3a-ef11-a316-0022483856be},1
{835bb6c3-b737-ef11-a316-6045bd385d67},1
{040a36b9-7059-ef11-bfe3-000d3a88641b},1
{b3687d28-24ba-ee11-9079-000d3a892db5},1
{66a458ef-a001-ef11-9f89-6045bd394302},0
{1b1ae4e9-9cdf-ee11-904c-6045bd3b08dc},0
{7823921a-ad42-ef11-a316-002248deceb3},1
{989eb091-69e1-ee11-904d-000d3ac09080},0
{2384fc1a-59d6-ee11-904c-6045bd3a370b},1
{954f29db-e033-ef11-8e4e-000d3a892f0e},1
{e4e0548d-7344-ef11-a316-002248deceb3},1
{341d3359-375a-ef11-bfe3-000d3ac1c140},0
{8cdd0238-ddd0-ee11-904d-000d3a892c24},1
{56887cdb-5253-ef11-bfe3-000d3ac19a93},0
{843f24c0-e11d-ef11-840a-6045bd3c30cc},1
{4520d302-3c19-ef11-840a-002248d3136b},1
{a6238305-29ae-ee11-a569-6045bd3aaab0},1
{9eb7b321-c2db-ee11-904c-6045bd3b08dc},0
{726e5501-b1d1-ee11-904d-000d3ac16f71},1
{5e2e9db5-4653-ef11-bfe3-000d3a88641b},0
{4791d3b5-9e4b-ef11-accd-000d3ac1c140},0
{450fed2e-dd21-ef11-840a-002248e03d77},1
{3d39a91b-36c1-ee11-9079-000d3a892089},1
{f535aaaa-bcf8-ee11-a1fe-6045bd3b08dc},1
{9ee22ecb-6648-ef11-accd-002248df0b5d},1
{ff9cf91a-cd50-ef11-accd-000d3a88641b},0
{bab94d78-4f11-ef11-9f89-6045bd3ad766},1
{fd7a8d37-2b45-ef11-a316-002248df0124},0
{e3fce5df-152f-ef11-8e4f-6045bd387788},0
{4e286b5f-2bf8-ee11-a1fe-002248de53a9},1
{8cf2c189-4544-ef11-a316-002248365b58},1
{f33a8dea-e0b6-ee11-a569-00224836ac29},0
{96cfb966-4b53-ef11-bfe3-002248df7e8b},1
{6c4eaf1d-5832-ef11-8e4e-002248de9dc5},1
{d825cb74-48d6-ee11-904c-002248df56a2},1
{4be5af1c-70d5-ee11-904c-000d3ac02105},1
{5819e237-fcc5-ee11-9079-002248375934},0
{34245135-0f04-ef11-9f89-002248e08a73},0
{d7cf1c83-c629-ef11-840b-002248dffa2b},1
{1bee33f3-d5ec-ee11-a203-0022483865db},1
{10dadf8d-9ac6-ee11-9079-000d3a89209c},0
{27d31e22-87bf-ee11-9079-00224837e950},1
{7e185168-852d-ef11-8e4f-000d3ac1d5e9},0
{80ad82f9-4bfb-ee11-9f8a-000d3ac151bd},1
{41335ec9-7955-ef11-bfe3-002248df0b5d},1
{b9354956-7ebf-ee11-9079-000d3a892c24},0
{2a3b49db-45d7-ee11-904c-0022483865db},1
{bec30a3c-b22a-ef11-840b-00224836ea57},0
{cce08a17-a829-ef11-840a-000d3ac1d5e9},0
{bbf8cb86-1303-ef11-9f89-002248e08b26},1
{5ed70d5f-c954-ef11-bfe3-002248365b58},0
{95deabfb-06c2-ee11-9078-6045bd3c0044},0
{44c8eb45-e3cc-ee11-9079-002248de6e7c},1
{76f619de-40dd-ee11-904d-00224836ac29},0
{c9bdc6f8-c2d7-ee11-904c-0022483866ef},1
{1802b8e7-e9cf-ee11-904c-000d3ac069bc},1
{12dd3d49-88fe-ee11-9f89-002248e067c5},1
{70c74792-6be0-ee11-904d-000d3ac09080},1
{f10bf9f1-839e-ee11-a569-000d3a892089},0
{a4aeb69b-28e2-ee11-904d-000d3ac09080},1
{9ffd2a8c-1ce2-ee11-904c-000d3ac05717},1
{06a98807-10d7-ee11-904d-000d3ac16f71},0
{9038e676-78ae-ee11-a569-000d3a892db5},1
{1cdd6418-25b6-ee11-a569-000d3a892db5},0
{77e6ecc3-43f0-ee11-a1fd-6045bd39e490},1
{21351c7c-e4cc-ee11-9079-6045bd3aaab0},0
{17f125a9-5606-ef11-9f89-002248e08b26},0
{72489431-99d5-ee11-904c-002248df56a2},1
{1f2bd77b-9816-ef11-840a-002248378bf0},0
{2614e72c-372f-ef11-8e4f-6045bd387788},0
{7d774db3-66da-ee11-904d-000d3a892489},0
{caa53fd6-ce16-ef11-840a-002248378bf0},1
{da4610c9-de99-ee11-be37-000d3a892c24},1
{d9290beb-1b99-ee11-be37-002248375934},1
{5125a15f-809a-ee11-be37-000d3a892c24},1
{692c3043-9d42-ef11-a316-002248df4712},1
{251df6fe-05ba-ee11-9079-000d3a892489},0
{c8cf585f-6c1f-ef11-840a-002248e067af},1
{e1343b51-00cc-ee11-9079-000d3a892c24},1
{1c605d54-5002-ef11-9f89-00224837cd1a},1
{a2d06990-8134-ef11-8e4e-000d3a892f0e},1
{476fabc7-75bc-ee11-9078-6045bd3c0044},0
{ffe782c3-9538-ef11-a316-0022483856be},1
{d1a0d2b7-bbea-ee11-a203-6045bd3b08dc},0
{d86a1a2b-e649-ef11-accd-002248dfdc1e},1
{130c5f11-7f56-ef11-bfe2-6045bd3b0862},1
{a07a8a24-7409-ef11-9f89-6045bd3b3311},1
{114351e3-bd34-ef11-8e4e-6045bd3af09b},1
{afdeb82b-8534-ef11-8e4e-000d3a892f0e},1
{dcd28f8b-4294-ee11-be37-000d3a892489},0
{5c68e59c-d2e2-ee11-904c-002248e01a72},0
{8e54ec50-f8c5-ee11-9079-000d3ac1c7d5},1
{17994025-a638-ef11-a316-000d3a892f0e},1
{554a763b-1446-ef11-a316-002248df7e8b},1
{e377ebc0-0ae7-ee11-a204-00224836ac29},0
{c59e769a-1fed-ee11-a203-00224837cd1a},1
{fd71be36-2d1d-ef11-840a-002248dffa2b},1
{0ad4276b-4fda-ee11-904c-6045bd3aed64},0
{a9252f02-4bf7-ee11-a1fe-0022483865db},1
{a41e549b-7fe8-ee11-a203-000d3ac02105},0
{31d268b7-804b-ef11-accd-002248e048ae},1
{f842f6ff-b1f2-ee11-a1fd-6045bd3b08dc},1
{571a7657-2433-ef11-8e4e-000d3a88d701},1
{fb298421-6c2d-ef11-8e4f-000d3ac1d5e9},1
{1eafd7ea-4e3a-ef11-a316-0022483856be},1
{d22d868a-d028-ef11-840a-0022483610a0},0
{434540c7-3c06-ef11-9f89-002248e08b26},0
{cfa90421-4d44-ef11-a316-002248df7e8b},1
{8e00ba76-acad-ee11-a569-002248375934},1
{46202744-0aaf-ee11-a569-002248375934},1
{481290e5-ced7-ee11-904d-000d3ac16f71},1
{28e12082-2e3d-ef11-a316-6045bd384a3d},0
{7dfea6a1-dedf-ee11-904c-002248e01a72},1
{d57ba7b8-a39a-ee11-be37-000d3a892489},1
{7fbe8876-54d2-ee11-904c-000d3ac09080},0
{4bfc8293-34e1-ee11-904d-000d3ac09080},1
{adec1b5f-8608-ef11-9f89-00224835e8b2},1
{03cc2f35-1b12-ef11-9f89-000d3ac13fd0},0
{2da77076-ec12-ef11-9f89-6045bd3b3311},1
{94c011a3-7bd6-ee11-904c-002248df56a2},1
{e030bd43-6c17-ef11-840a-6045bd3bd67e},1
{01c62a6c-f116-ef11-840a-002248def9ce},1
{2e7d122a-2ef8-ee11-a1ff-00224836ac29},1
{a1fc5937-a642-ef11-a316-000d3ac195de},1
{18fe1938-f7a0-ee11-a569-000d3a892ec5},0
{bbecb4df-731f-ef11-840a-002248e03d77},0
{0abf690a-9508-ef11-9f89-002248df3bef},0
{c3a5332d-b700-ef11-9f89-00224835fde7},0
{1821cad9-6a27-ef11-840a-0022483610a0},0
{22f49bf4-3ced-ee11-a203-6045bd3b08dc},1
{81f1b7c1-94cb-ee11-9078-000d3a892de0},0
{e162ef4c-3d23-ef11-840a-002248e116f3},1
{23ae72d2-c3f2-ee11-a1fd-00224837cd1a},1
{f7588834-5dcb-ee11-9078-00224836ac29},0
{e2b80289-b4e7-ee11-a203-002248df52c4},1
{1e3416e4-b0f2-ee11-a1fd-6045bd399b8e},0
{0e2ac362-cdf1-ee11-a1fe-000d3ac16f71},0
{16ac0c63-dabe-ee11-9079-000d3a892c24},0
{2ea61fea-d7b6-ee11-a569-000d3a892c24},1
{87d2ab71-3fcf-ee11-904d-000d3a892db5},1
{3b913dae-40b1-ee11-a569-000d3ac1c7d5},1
{2d36026e-a5e0-ee11-904c-0022483704a6},1
{e7b7a3b7-e6f5-ee11-a1fe-0022483865db},1
{94625397-80f3-ee11-a1fd-6045bd3b08dc},1
{83ff84e7-1ad7-ee11-904c-0022483865db},0
{4d21fe89-fcda-ee11-904d-000d3a892489},0
{46ae794b-2345-ef11-a316-002248366f73},0
{47d56960-a8a5-ee11-a569-000d3a892489},1
{b38a5668-5d48-ef11-accd-002248df0b5d},0
{7c282cf7-1d45-ef11-a316-002248e048ae},0
{23167828-81ad-ee11-a569-000d3a892c24},1
{bb544c58-6b19-ef11-840a-000d3ac0e8dd},1
{f0d59eb2-3054-ef11-bfe3-002248e048ae},1
{07893a80-2be6-ee11-a203-6045bd399b8e},1
{89f38765-6102-ef11-9f8a-000d3ac16f71},0
{992dccfe-e0a3-ee11-a569-000d3a892db5},0
{9ace37bf-b5ba-ee11-9079-000d3a892089},1
{08b8d755-7e0c-ef11-9f89-002248e016fb},1
{a55929e4-b2a9-ee11-a569-000d3ac16b52},0
{4587a119-ee94-ee11-be37-00224837e097},1
{22669eb2-fe06-ef11-9f89-002248dfd635},1
{12b80d4a-61aa-ee11-a569-000d3ac16b52},1
{06d38bcf-cd49-ef11-accd-6045bd3a1020},1
{028df035-3b32-ef11-8e4e-002248386087},1
{4d7a8cd4-2719-ef11-840a-002248d3136b},1
{fccc079c-8a2a-ef11-840b-002248dffa2b},0
{601b5318-eaa4-ee11-a569-000d3ac16b52},1
{f5f611b3-e0a4-ee11-a569-000d3a892489},1
{d6608a2f-6339-ef11-a316-00224836ed70},1
{4dddc5f6-5ef8-ee11-a1ff-00224836ac29},1
{e4297874-caed-ee11-a204-00224836ac29},1
{9e616605-4909-ef11-9f89-002248369de0},1
{1f96954a-2de2-ee11-904d-000d3ac09080},0
{6e78eb4e-270e-ef11-9f89-6045bd3997b5},1
{9d1cfac9-59bc-ee11-9079-00224837e950},1
{1e8c85f0-e6bb-ee11-9079-000d3a892db5},1
{249ea86f-7139-ef11-a316-6045bd3a4106},1
{fb4855cb-17e9-ee11-a204-000d3ac16f71},1
{1bac6993-20af-ee11-a569-00224837a502},0
{d2fc41a2-86dc-ee11-904c-002248e01a72},0
{d1f36e48-2fc1-ee11-9079-000d3a892089},1
{a92ab46b-afb0-ee11-a569-00224836ac29},1
{d62b2481-f524-ef11-840a-002248e03d77},1
{a1e4184f-2dba-ee11-9079-000d3a892db5},1
{86c7f24b-6556-ef11-bfe3-002248365b58},1
{5ee69ead-2ccc-ee11-9079-000d3ac1c7d5},1
{66a1f290-9e14-ef11-9f89-002248ded96b},1
{83c8cb09-3acc-ee11-9079-000d3a892c24},1
{a755654c-61c0-ee11-9079-000d3a892de0},0
{11238d38-7823-ef11-840a-002248e116f3},1
{9e5a0ded-8adc-ee11-904c-002248e01a72},1
{d84f4292-eaf5-ee11-a1ff-00224836ac29},0
{2703d593-f4d7-ee11-904d-000d3a892489},0
{2f23a970-31b9-ee11-9079-000d3a892489},1
{cf6314bf-960c-ef11-9f89-002248e016fb},1
{f90c93f7-8b9e-ee11-a569-000d3a89209c},1
{f96126f3-a309-ef11-9f89-000d3ac0d905},1
{33f6f7f5-67e1-ee11-904d-000d3ac09080},0
{ccd116a1-d9b9-ee11-9079-000d3a892489},1
{d0dc38e8-adf2-ee11-a1fd-0022483742ce},0
{e671ffdb-9156-ef11-bfe2-6045bd397fc6},0
{7016eafd-3753-ef11-bfe3-002248df7e8b},0
{36e67112-87e0-ee11-904d-000d3ac151bd},1
{4b59dd5c-0a3b-ef11-a316-002248e116f3},1
{195624a8-9713-ef11-9f89-002248dea61e},1
{365c4aa9-01e2-ee11-904c-002248e01a72},1
{9b22f126-e6e6-ee11-a204-002248e00a03},0
{c0c4412f-6c5a-ef11-bfe3-000d3ac10a58},1
{c762be30-02cd-ee11-9078-00224836ac29},1
{23afa1a7-f35d-ef11-bfe4-000d3a889e8f},1
{7baa98c7-c413-ef11-9f89-000d3ac1d439},0
{46376f6a-b713-ef11-9f89-002248df3bef},0
{b746afb9-9fd4-ee11-904d-00224837e097},1
{53b22ec5-a89d-ee11-a569-002248375934},1
{29edcc5f-c9eb-ee11-a203-0022483652cf},0
{beb724d2-30ec-ee11-a203-6045bd3997b5},1
{a7292e6b-980c-ef11-9f89-002248370fd0},0
{fce845e2-d2d7-ee11-904c-002248e01a72},1
{18c914af-a5f6-ee11-a1fe-6045bd3a9dc6},1
{f4091837-8509-ef11-9f89-6045bd3b3311},0
{3d49ef73-d395-ee11-be37-000d3ac16b52},1
{e0bf065e-d59d-ee11-a569-00224836ac29},1
{d1b0e367-25fc-ee11-9f89-002248e07b20},1
{5fd2890b-5944-ef11-a316-002248365b58},0
{8c2645b3-063b-ef11-a316-6045bd39c4d9},1
{2887c69f-749e-ee11-a569-00224836d298},1
{f4f4359b-ed11-ef11-9f8a-000d3ac16f71},0
{66f7a595-11db-ee11-904d-000d3ac16f71},0
{1819095e-44c1-ee11-9079-00224837e097},0
{0ff5caa8-2848-ef11-acce-002248df4712},1
{2461a7e3-c4ea-ee11-a203-0022483704a6},0
{941145a9-a2a6-ee11-a569-000d3a892c24},1
{85683474-241d-ef11-840a-002248e03d77},0
{90c9936d-a238-ef11-a316-002248d2dd17},1
{763b9f61-a3ea-ee11-a204-000d3ac151bd},0
{0d12b2c7-a937-ef11-a316-002248d2ee4d},0
{7b850d5c-39e2-ee11-904c-000d3ac05717},0
{400431b4-523d-ef11-a316-6045bd3950a9},1
{aff457df-834e-ef11-accd-002248366f73},1
{dd41e1b9-aebe-ee11-9079-000d3a89209c},1
{818a116b-4f3d-ef11-a316-6045bd384a3d},1
{5e451ccc-70ec-ee11-a203-6045bd3997b5},1
{7b11a7c6-f948-ef11-accd-002248e00f11},1
{5668ba6d-3049-ef11-accd-002248e048ae},1
{c8b08e5c-0449-ef11-accd-002248366f73},1
{379c1594-3149-ef11-accd-002248e048ae},1
{a4f5503b-b6c5-ee11-9079-000d3a892c24},1
{fd034af4-e000-ef11-9f89-002248e08a28},0
{9aea9185-573d-ef11-a316-002248de95b8},1
{7666ed87-73b5-ee11-a569-002248e0b395},1
{bf058207-c51d-ef11-840a-002248e03d77},1
{36985ddd-7fb1-ee11-a569-002248de6e7c},1
{a4cefd94-8839-ef11-a316-002248e0e44a},1
{781a0a0d-d53a-ef11-a316-002248de95b8},1
{1efbe1b0-feae-ee11-a569-00224837e950},0
{100732a4-a5e0-ee11-904c-0022483704a6},0
{d2352951-100e-ef11-9f89-6045bd3ae7ae},0
{c9d582e1-c1dc-ee11-904c-000d3ac02105},1
{200b114f-6c40-ef11-a316-6045bd3c34c5},1
{8d914ba7-7240-ef11-a316-000d3ac0c350},0
{78ca64a7-e53e-ef11-a316-002248dfa64f},0
{cff788ca-ec58-ef11-bfe3-002248dfdc1e},1
{889aa6cc-e916-ef11-840a-002248378bf0},1
{c0825fb9-21e9-ee11-a204-000d3ac16f71},1
{e75dde97-e2ab-ee11-a569-000d3a892c24},1
{287f23c0-5509-ef11-9f89-000d3ac18798},1
{98a4107e-5627-ef11-840a-002248361af2},0
{4879d13b-2819-ef11-840a-00224835e9f2},1
{c929743c-2d19-ef11-840a-00224836ea57},0
{8a089a2b-2bfb-ee11-9f89-6045bd399b8e},1
{11ae2b9d-8ad1-ee11-904d-002248de6e7c},1
{111623f8-bf59-ef11-bfe3-002248370c5d},1
{315cb291-2019-ef11-840a-6045bd3843b9},0
{25eee4d5-46d6-ee11-904d-000d3ac09080},1
{f5c68228-fe2f-ef11-8e4f-6045bd3988ea},0
{7dbac1d3-eb3e-ef11-a316-00224836ed70},0
{0ac2dbc8-bfaf-ee11-a569-000d3ac1c7d5},1
{b31bd56c-f15f-ef11-bfe4-000d3a889e8f},1
{cd817e03-35be-ee11-9079-000d3a892db5},1
{a34d7d51-75bc-ee11-9079-00224837e097},1
{014a8518-f124-ef11-840a-002248dfd635},0
{512962d8-32d0-ee11-904d-000d3ac16b52},1
{371e2a05-14e2-ee11-904c-000d3ac05717},1
{3c8d6fd4-b9d4-ee11-904c-0022483865db},1
{db42d696-b71d-ef11-840a-002248e03d77},0
{e887f83c-48d6-ee11-904d-000d3ac09080},1
{388f7f94-2849-ef11-accd-002248370c5d},1
{de40ccc3-4f14-ef11-9f89-6045bd3b3311},0
{c944b6ea-403a-ef11-a316-0022483856be},0
{2120e8a4-c20e-ef11-9f89-002248e016fb},1
{32e7b769-762a-ef11-840a-6045bd3ba438},1
{8d9cfc4d-792a-ef11-840b-002248df164c},1
{0108bb84-0c50-ef11-accd-002248365b58},0
{1c191275-8ce8-ee11-a203-00224837cd1a},0
{edeb57f1-6f40-ef11-a316-002248dfdc1e},0
{bd350d4a-7d4b-ef11-accd-002248e08be0},0
{df5fe0d8-cc12-ef11-9f89-002248dea61e},1
{6954eb61-b8df-ee11-904d-002248e00a03},1
{5b4067cc-3a12-ef11-9f8a-6045bd3997b5},1
{69db315c-0ae2-ee11-904d-002248e00a03},1
{5ecec586-0dfd-ee11-9f8a-00224837505a},1
{61f45ba9-dc24-ef11-840a-6045bd3b4a59},1
{f8491328-9013-ef11-9f89-00224837543c},0
{78c35369-1245-ef11-a316-002248dfdc1e},0
{94810574-4609-ef11-9f89-6045bd3b3311},1
{ed29e73a-c1af-ee11-a569-6045bd3aaab0},0
{8e234899-81bb-ee11-9079-002248375934},1
{2eeddbed-3daa-ee11-a569-000d3ac16b52},1
{b9f7a59f-464f-ef11-accd-002248df0124},0
{96643852-b44e-ef11-accd-002248370c5d},0
{7b76bc7b-4732-ef11-8e4e-000d3ac1d5e9},1
{36d54710-2519-ef11-840a-6045bd3843b9},1
{f848651f-a7e7-ee11-a203-000d3ac02105},1
{5fb6b63e-a4fd-ee11-9f89-6045bd38a5a3},0
{7b96705f-b7af-ee11-a569-000d3ac16f71},1
{2f6e99cb-34d6-ee11-904d-000d3a892489},1
{4bc8cb63-4ccf-ee11-904d-000d3a892db5},1
{7b4cdd55-99e8-ee11-a203-6045bd39e490},1
{b4ab2121-5f53-ef11-bfe3-000d3ac19a93},1
{39b6dca1-d903-ef11-9f8a-000d3ac16f71},1
{ae677b47-c095-ee11-be37-00224837e950},1
{d64ee6fc-5faa-ee11-a569-000d3ac16b52},0
{15b8bb0b-6eaa-ee11-a568-6045bd3c0044},1
{b7ba5790-3003-ef11-9f89-000d3a887721},1
{01eff882-632e-ef11-8e50-002248e03d77},1
{22dcc311-7a14-ef11-9f89-002248ded96b},1
{22f13722-95dd-ee11-904d-000d3ac16f71},0
{821988a7-e628-ef11-840a-002248e116f3},0
{96e0dfe5-a2df-ee11-904c-002248e01a72},0
{97056723-dfcc-ee11-9079-6045bd3aaab0},1
{4b8352c8-844a-ef11-acce-6045bd3b1fdc},1
{4fce0ddd-854b-ef11-accd-002248df7e8b},1
{190b51a9-664b-ef11-accd-002248e08be0},0
{5c3c681f-5035-ef11-8e4e-6045bd382fd9},1
{3761440b-f02f-ef11-8e4f-000d3ac1d5e9},0
{fad2627a-89fd-ee11-9f89-00224835fde7},0
{56c978e6-9cb3-ee11-a569-000d3a892489},1
{69ad30b4-1899-ee11-be37-000d3a892db5},1
{92e6f41f-73d5-ee11-904c-6045bd399b8e},1
{ee3d9a76-e099-ee11-be37-000d3a892c24},1
{cae37669-d4ca-ee11-9079-6045bd3aaab0},1
{4b98fd59-be99-ee11-be37-002248e0b395},1
{fb716f2d-c943-ef11-a316-6045bd39bade},1
{09236455-e954-ef11-bfe3-002248df0b5d},1
{05ed4a5a-05b7-ee11-a569-002248375934},1
{177728e0-4a48-ef11-accd-002248e08be0},1
{52dfbe50-1e24-ef11-840a-6045bd3ba438},0
{a86843d4-d842-ef11-a316-002248df4712},1
{5fdade94-2332-ef11-8e4e-000d3ac1d5e9},1
{3cf1366e-c5c1-ee11-9079-000d3ac16f71},1
{588c9ced-ef3a-ef11-a316-0022483610a0},1
{b923863c-e3af-ee11-a569-000d3ac16f71},1
{4eecd486-8bf2-ee11-a1fe-000d3ac16f71},1
{84a03859-7838-ef11-a316-002248e0d504},0
{a0c18fdf-b9be-ee11-9079-000d3ac16f71},1
{3759b7c2-c3bf-ee11-9079-000d3a892db5},1
{d19cc1d7-83bf-ee11-9079-00224837e950},1
{dfaae247-c2d1-ee11-904c-000d3ac069bc},1
{e529991c-422e-ef11-8e4f-002248e116f3},1
{0646aac7-74eb-ee11-a203-0022483704a6},1
{fac82f49-adf6-ee11-a1ff-000d3ac151bd},1
{3aabf64f-e7f8-ee11-a1fe-6045bd39e490},0
{8c7afe49-60b5-ee11-a569-000d3ac16f71},1
{7e1496f2-5fb5-ee11-a569-000d3ac16f71},1
{4cf9d63d-a0b4-ee11-a569-000d3ac1c7d5},0
{143fd46b-fcc1-ee11-9079-000d3ac16b52},1
{e18d6768-2bdb-ee11-904d-000d3a892489},1
{b42e2b9c-deab-ee11-a569-000d3a892089},1
{41ee9caf-f844-ef11-a316-002248e00f11},0
{cf6897a6-43dd-ee11-904d-00224836ac29},1
{0b0ea794-16b7-ee11-a56a-000d3a892ccf},1
{31d070df-6ebc-ee11-9079-00224837e097},1
{06f67e11-8834-ef11-8e4e-002248361117},0
{bca25f71-5dc4-ee11-9079-002248e0b395},0
{2c058481-27db-ee11-904c-0022483652cf},0
{6d50fb07-add5-ee11-904d-000d3a892489},0
{3b8c5f23-80c4-ee11-9079-002248375934},1
{9a8ebb52-83d1-ee11-904d-000d3a89209c},1
{e2c7f3e4-eac5-ee11-9079-6045bd3aaab0},0
{8cb19976-41b1-ee11-a569-000d3ac1c7d5},1
{fe878b78-51d6-ee11-904d-0022483760cf},0
{048826ad-972d-ef11-8e50-002248dffa2b},1
{fe205a94-a72d-ef11-8e50-002248dffa2b},1
{236fc62e-8ac0-ee11-9079-000d3a892db5},1
{5af9080b-74bf-ee11-9079-000d3a892c24},1
{fcdb7ab7-a3bf-ee11-9079-000d3ac16f71},1
{e9039461-f70e-ef11-9f89-002248dfd635},0
{69c2d52a-0ab7-ee11-a569-000d3ac1a7de},1
{393b8bd6-cb2c-ef11-8e4f-000d3ac1d5e9},0
{05fba074-efba-ee11-9079-000d3a892c24},1
{95b8326a-2ea4-ee11-a569-000d3a892489},1
{d6506e47-a9bb-ee11-9079-000d3a892489},1
{7a03b72c-a7a5-ee11-a569-000d3a892489},1
{ca3f58d5-46cb-ee11-9079-002248375934},1
{89ce1287-fef7-ee11-a1fe-6045bd3997b5},0
{697209e2-28f0-ee11-a1fd-6045bd39e490},0
{0ae669e2-afef-ee11-a1fd-00224837cd1a},1
{b2037fa3-945a-ef11-bfe2-002248361384},1
{2d0e42b2-cf06-ef11-9f8a-000d3ac16f71},1
{dc542985-5832-ef11-8e4e-002248e0ef8a},0
{5c83a4c8-4324-ef11-840a-002248386087},1
{e76ebc41-d200-ef11-9f89-00224835fde7},1
{db169540-2f07-ef11-9f89-00224837543c},0
{614be182-b33f-ef11-a316-6045bd39a07e},1
{51825524-21e6-ee11-a203-000d3ac02105},1
{ab35f61a-a39d-ee11-a569-000d3a892089},0
{e77a9c10-bfe7-ee11-a203-6045bd3b08dc},0
{eeecd5dc-70f0-ee11-a1fe-00224837505a},1
{536cefc6-45e1-ee11-904d-000d3ac09080},0
{b7189f96-dccc-ee11-9079-000d3ac16b52},1
{84a53865-3eec-ee11-a203-6045bd3997b5},1
{dd5a61cd-f9e2-ee11-904d-6045bd3c0c35},1
{d5f08334-6ce1-ee11-904d-000d3ac09080},0
{5082cbb8-2c33-ef11-8e4e-6045bd382c14},1
{228d35b7-ed12-ef11-9f89-6045bd3b3311},1
{d4318626-2306-ef11-9f89-00224835e8b2},1
{22140418-84b4-ee11-a569-00224837e950},0
{a6024316-53bc-ee11-9079-000d3a892de0},1
{7038c887-d958-ef11-bfe3-002248dfdc1e},1
{53f32a36-785a-ef11-bfe3-002248366f73},0
{d7095ba5-b958-ef11-bfe2-000d3a889e8f},0
{a59bed78-cd33-ef11-8e4e-6045bd3c4034},1
{5cb80524-e806-ef11-9f89-002248369de0},1
{f96dfa98-83f3-ee11-a1fe-000d3ac151bd},1
{0cf4b10b-18e2-ee11-904d-000d3ac09080},1
{1c812728-0aba-ee11-9079-000d3a892489},1
{267888bc-3f02-ef11-9f89-00224836ea57},1
{e660f90d-ddcc-ee11-9079-6045bd3aaab0},0
{a488c8e0-fac1-ee11-9079-000d3ac16f71},1
{53eff47d-00ef-ee11-a1fd-6045bd39e490},1
{2849fffb-e19d-ee11-a569-00224836ac29},0
{b3bda23f-68ec-ee11-a203-000d3ac05717},0
{132095d1-1999-ee11-be37-002248375934},0
{790bdd71-819a-ee11-be37-000d3a892c24},1
{6204e4cd-5e9f-ee11-a569-6045bd3aaab0},1
{2d95504f-3b9f-ee11-a569-6045bd3aaab0},1
{9206e5d1-39c0-ee11-9079-000d3ac16f71},1
{0e228d4f-adb3-ee11-a569-000d3a892db5},1
{e554187b-5fda-ee11-904d-000d3a892489},0
{a2efebb0-3624-ef11-840a-6045bd3b36d0},1
{f46ba50b-63e1-ee11-904d-000d3ac151bd},1
{d6863117-c8bb-ee11-9079-000d3ac16f71},1
{0d09174a-aafc-ee11-9f89-00224836ea57},0
{2b658ce9-b53b-ef11-a316-6045bd39d67b},1
{7ace3dd9-46fc-ee11-9f89-00224837cd1a},1
{4c9cc8bf-1ff2-ee11-a1fd-6045bd39e490},0
{39b6b9c8-fae5-ee11-a203-00224835d986},0
{0db92035-75a6-ee11-a569-000d3ac1c7d5},1
{0c94ebb2-9734-ef11-8e4e-6045bd382fd9},1
{5bcd7f7a-b054-ef11-bfe2-6045bd397fc6},0
{e1f4bbca-faba-ee11-9079-000d3a892db5},1
{2c0e6687-94dc-ee11-904d-000d3ac16f71},1
{d3feca83-b4f2-ee11-a1fd-00224837cd1a},1
{271cdd35-e7db-ee11-904d-000d3a892489},1
{86394dbd-97e0-ee11-904d-000d3ac09080},0
{00dd9bed-45ea-ee11-a203-0022483704a6},0
{aa7c92a0-439b-ee11-be37-000d3a892c24},1
{9f12c2e3-4aec-ee11-a203-6045bd3997b5},1
{51c7e6aa-16f9-ee11-a1fe-6045bd39e490},1
{40cd85bf-8ce8-ee11-a203-6045bd3c9124},1
{9c2bf647-16c2-ee11-9079-000d3ac16f71},1
